Rep,Oxygen,Treatment
3880,7.912928,Mangrove
3881,7.87728,Mangrove
3882,7.876736,Mangrove
3883,7.922048,Mangrove
3884,7.907168,Mangrove
3885,7.93824,Mangrove
3886,7.9544,Mangrove
3887,7.9424,Mangrove
3888,7.903936,Mangrove
3889,7.897504,Mangrove
3890,7.934624,Mangrove
3891,7.923392,Mangrove
3892,7.929728,Mangrove
3893,7.945504,Mangrove
3894,7.935616,Mangrove
3895,7.954592,Mangrove
3896,7.944896,Mangrove
3897,7.948704,Mangrove
3898,7.93904,Mangrove
3899,7.938144,Mangrove
3900,7.9448,Mangrove
3901,7.962112,Mangrove
3902,7.91952,Mangrove
3903,7.938944,Mangrove
3904,7.916384,Mangrove
3905,7.927424,Mangrove
3906,7.924672,Mangrove
3907,7.934656,Mangrove
3908,7.928,Mangrove
3909,7.94096,Mangrove
3910,7.917632,Mangrove
3911,7.883168,Mangrove
3912,7.928384,Mangrove
3913,7.930912,Mangrove
3914,7.929376,Mangrove
3915,7.9544,Mangrove
3916,7.931488,Mangrove
3917,7.942464,Mangrove
3918,7.96208,Mangrove
3919,7.944768,Mangrove
3920,7.923776,Mangrove
3921,7.935488,Mangrove
3922,7.899424,Mangrove
3923,7.911008,Mangrove
3924,7.903104,Mangrove
3925,7.94208,Mangrove
3926,7.912288,Mangrove
3927,7.921984,Mangrove
3928,7.959296,Mangrove
3929,7.93936,Mangrove
3930,7.904576,Mangrove
3931,7.900896,Mangrove
3932,7.91136,Mangrove
3933,7.882688,Mangrove
3934,7.915872,Mangrove
3935,7.900384,Mangrove
3936,7.919232,Mangrove
3937,7.94656,Mangrove
3938,7.894176,Mangrove
3939,7.871104,Mangrove
3940,7.972352,Mangrove
3941,7.92432,Mangrove
3942,7.911936,Mangrove
3943,7.910176,Mangrove
3944,7.89056,Mangrove
3945,7.906272,Mangrove
3946,7.930368,Mangrove
3947,7.912128,Mangrove
3948,7.871328,Mangrove
3949,7.914368,Mangrove
3950,7.930368,Mangrove
3951,7.918144,Mangrove
3952,7.90304,Mangrove
3953,7.910688,Mangrove
3954,7.920384,Mangrove
3955,7.914752,Mangrove
3956,7.937984,Mangrove
3957,7.94272,Mangrove
3958,7.936992,Mangrove
3959,7.933952,Mangrove
3960,7.913088,Mangrove
3961,7.938144,Mangrove
3962,7.93504,Mangrove
3963,7.955616,Mangrove
3964,7.934816,Mangrove
3965,7.929984,Mangrove
3966,7.935168,Mangrove
3967,7.949376,Mangrove
3968,7.956896,Mangrove
3969,7.960736,Mangrove
3970,7.953984,Mangrove
3971,7.972544,Mangrove
3972,7.97696,Mangrove
3973,7.99056,Mangrove
3974,7.979552,Mangrove
3975,8.017824,Mangrove
3976,6.12496,Mangrove
3977,6.021728,Mangrove
3978,6.03344,Mangrove
3979,5.938912,Mangrove
3980,5.897344,Mangrove
3981,5.894656,Mangrove
3982,5.3704,Mangrove
3983,5.362944,Mangrove
3984,5.362016,Mangrove
3985,4.9024,Mangrove
3986,4.847776,Mangrove
3987,4.836608,Mangrove
3988,4.804416,Mangrove
3989,4.840032,Mangrove
3990,4.842784,Mangrove
3991,4.870624,Mangrove
3992,4.850592,Mangrove
3993,5.341856,Mangrove
3994,5.376128,Mangrove
3995,5.63776,Mangrove
3996,5.601856,Mangrove
3997,5.667168,Mangrove
3998,5.617088,Mangrove
3999,5.705056,Mangrove
4000,5.553696,Mangrove
4001,5.27488,Mangrove
4002,5.318688,Mangrove
4003,4.948896,Mangrove
4004,5.32048,Mangrove
4005,5.761024,Mangrove
4006,5.517984,Mangrove
4007,5.585856,Mangrove
4008,5.73472,Mangrove
4009,5.809312,Mangrove
4010,5.919104,Mangrove
4011,5.983872,Mangrove
4012,5.98896,Mangrove
4013,6.120896,Mangrove
4014,6.146592,Mangrove
4015,6.1328,Mangrove
4016,6.259264,Mangrove
4017,6.253344,Mangrove
4018,6.19072,Mangrove
4019,6.249088,Mangrove
4020,6.35728,Mangrove
4021,6.294048,Mangrove
4022,6.352256,Mangrove
4023,6.38656,Mangrove
4024,6.364384,Mangrove
4025,6.217344,Mangrove
4026,6.126624,Mangrove
4027,6.11264,Mangrove
4028,6.317632,Mangrove
4029,6.3824,Mangrove
4030,6.35536,Mangrove
4031,6.406592,Mangrove
4032,6.502208,Mangrove
4033,6.558048,Mangrove
4034,6.54384,Mangrove
4035,6.59248,Mangrove
4036,6.626976,Mangrove
4037,6.567008,Mangrove
4038,6.626656,Mangrove
4039,6.608928,Mangrove
4040,6.613824,Mangrove
4041,6.663104,Mangrove
4042,6.669248,Mangrove
4043,6.66,Mangrove
4044,6.56048,Mangrove
4045,6.510624,Mangrove
4046,6.494304,Mangrove
4047,6.505568,Mangrove
4048,6.547712,Mangrove
4049,6.524896,Mangrove
4050,6.523744,Mangrove
4051,6.493248,Mangrove
4052,6.503808,Mangrove
4053,6.478048,Mangrove
4054,6.447936,Mangrove
4055,6.470368,Mangrove
4056,6.427744,Mangrove
4057,6.442432,Mangrove
4058,6.409824,Mangrove
4059,6.48688,Mangrove
4060,6.546944,Mangrove
4061,6.425856,Mangrove
4062,6.47072,Mangrove
4063,6.548,Mangrove
4064,6.418272,Mangrove
4065,6.54048,Mangrove
4066,6.472544,Mangrove
4067,6.546272,Mangrove
4068,6.481536,Mangrove
4069,6.44496,Mangrove
4070,6.533216,Mangrove
4071,6.491968,Mangrove
4072,6.557664,Mangrove
4073,6.586752,Mangrove
4074,6.591296,Mangrove
4075,6.621728,Mangrove
4076,6.660864,Mangrove
4077,6.663456,Mangrove
4078,6.593568,Mangrove
4079,6.640096,Mangrove
4080,6.625504,Mangrove
4081,6.6704,Mangrove
4082,6.717216,Mangrove
4083,6.695008,Mangrove
4084,6.695616,Mangrove
4085,6.720672,Mangrove
4086,6.743392,Mangrove
4087,6.709856,Mangrove
4088,6.738624,Mangrove
4089,6.600992,Mangrove
4090,6.709408,Mangrove
4091,6.757824,Mangrove
4092,6.764,Mangrove
4093,6.779104,Mangrove
4094,6.72256,Mangrove
4095,6.701312,Mangrove
4096,6.716224,Mangrove
4097,6.698752,Mangrove
4098,6.649952,Mangrove
4099,6.731136,Mangrove
4100,6.46288,Mangrove
4101,6.612384,Mangrove
4102,6.692864,Mangrove
4103,6.563584,Mangrove
4104,6.726688,Mangrove
4105,6.675232,Mangrove
4106,6.716704,Mangrove
4107,6.8312,Mangrove
4108,6.762784,Mangrove
4109,6.668672,Mangrove
4110,6.693888,Mangrove
4111,6.799456,Mangrove
4112,6.788096,Mangrove
4113,6.804128,Mangrove
4114,6.778944,Mangrove
4115,6.757376,Mangrove
4116,6.816832,Mangrove
4117,6.933824,Mangrove
4118,6.898272,Mangrove
4119,6.811392,Mangrove
4120,6.849664,Mangrove
4121,6.720384,Mangrove
4122,6.78928,Mangrove
4123,6.985376,Mangrove
4124,6.840608,Mangrove
4125,6.775264,Mangrove
4126,6.782656,Mangrove
4127,6.874272,Mangrove
4128,6.812896,Mangrove
4129,6.806752,Mangrove
4130,6.909888,Mangrove
4131,6.871648,Mangrove
4132,6.860768,Mangrove
4133,6.882368,Mangrove
4134,6.96288,Mangrove
4135,6.913376,Mangrove
4136,6.989152,Mangrove
4137,6.96128,Mangrove
4138,6.939328,Mangrove
4139,6.947616,Mangrove
4140,6.923936,Mangrove
4141,6.889888,Mangrove
4142,6.867552,Mangrove
4143,6.815264,Mangrove
4144,6.81104,Mangrove
4145,6.799456,Mangrove
4146,6.80896,Mangrove
4147,6.776256,Mangrove
4148,6.898464,Mangrove
4149,6.906304,Mangrove
4150,6.950016,Mangrove
4151,6.872736,Mangrove
4152,7.01264,Mangrove
4153,6.99152,Mangrove
4154,6.976448,Mangrove
4155,6.948736,Mangrove
4156,6.947264,Mangrove
4157,6.969984,Mangrove
4158,6.932544,Mangrove
4159,6.93488,Mangrove
4160,6.851584,Mangrove
4161,6.830176,Mangrove
4162,6.848864,Mangrove
4163,6.93264,Mangrove
4164,6.995136,Mangrove
4165,7.064832,Mangrove
4166,6.968992,Mangrove
4167,6.908032,Mangrove
4168,6.848608,Mangrove
4169,6.922304,Mangrove
4170,7.061696,Mangrove
4171,6.998304,Mangrove
4172,7.010048,Mangrove
4173,7.06368,Mangrove
4174,7.086784,Mangrove
4175,7.034016,Mangrove
4176,7.037472,Mangrove
4177,7.068896,Mangrove
4178,7.031264,Mangrove
4179,7.026976,Mangrove
4180,7.021248,Mangrove
4181,7.036864,Mangrove
4182,7.048608,Mangrove
4183,7.171136,Mangrove
4184,7.17424,Mangrove
4185,7.1448,Mangrove
4186,7.144928,Mangrove
4187,7.149696,Mangrove
4188,7.16176,Mangrove
4189,7.143936,Mangrove
4190,7.123168,Mangrove
4191,7.122784,Mangrove
4192,7.17136,Mangrove
4193,7.17376,Mangrove
4194,7.192096,Mangrove
4195,7.227904,Mangrove
4196,7.024864,Mangrove
4197,7.120512,Mangrove
4198,7.040864,Mangrove
4199,7.15136,Mangrove
4200,7.19152,Mangrove
4201,7.1928,Mangrove
4202,7.227424,Mangrove
4203,7.191456,Mangrove
4204,7.232256,Mangrove
4205,7.24992,Mangrove
4206,7.255904,Mangrove
4207,7.209952,Mangrove
4208,7.240224,Mangrove
4209,7.28352,Mangrove
4210,7.250144,Mangrove
4211,7.256896,Mangrove
4212,7.244448,Mangrove
4213,7.273472,Mangrove
4214,7.272224,Mangrove
4215,7.311136,Mangrove
4216,7.28208,Mangrove
4217,7.256512,Mangrove
4218,7.294912,Mangrove
4219,7.279808,Mangrove
4220,7.24576,Mangrove
4221,7.261504,Mangrove
4222,7.254656,Mangrove
4223,7.274336,Mangrove
4224,7.28256,Mangrove
4225,7.27376,Mangrove
4226,7.27952,Mangrove
4227,7.276064,Mangrove
4228,7.274528,Mangrove
4229,7.291424,Mangrove
4230,7.2976,Mangrove
4231,7.323584,Mangrove
4232,7.31072,Mangrove
4233,7.314784,Mangrove
4234,7.302752,Mangrove
4235,7.305152,Mangrove
4236,7.30192,Mangrove
4237,7.312576,Mangrove
4238,7.301056,Mangrove
4239,7.306656,Mangrove
4240,7.31312,Mangrove
4241,7.296128,Mangrove
4242,7.305344,Mangrove
4243,7.315392,Mangrove
4244,7.274912,Mangrove
4245,7.30064,Mangrove
4246,7.303008,Mangrove
4247,7.289056,Mangrove
4248,7.309888,Mangrove
4249,7.292576,Mangrove
4250,7.305728,Mangrove
4251,7.325952,Mangrove
4252,7.311136,Mangrove
4253,7.32096,Mangrove
4254,7.3248,Mangrove
4255,7.311104,Mangrove
4256,7.3016,Mangrove
4257,7.297312,Mangrove
4258,7.306368,Mangrove
4259,7.33312,Mangrove
4260,7.306848,Mangrove
4261,7.31312,Mangrove
4262,7.308928,Mangrove
4263,7.337568,Mangrove
4264,7.345632,Mangrove
4265,7.332576,Mangrove
4266,7.344992,Mangrove
4267,7.335168,Mangrove
4268,7.334464,Mangrove
4269,7.331808,Mangrove
4270,7.361664,Mangrove
4271,7.340928,Mangrove
4272,7.354496,Mangrove
4273,7.35152,Mangrove
4274,7.3312,Mangrove
4275,7.338912,Mangrove
4276,7.32832,Mangrove
4277,7.349504,Mangrove
4278,7.369344,Mangrove
4279,7.351584,Mangrove
4280,7.35264,Mangrove
4281,7.332896,Mangrove
4282,7.35936,Mangrove
4283,7.347328,Mangrove
4284,7.377888,Mangrove
4285,7.358176,Mangrove
4286,7.333472,Mangrove
4287,7.34096,Mangrove
4288,7.358912,Mangrove
4289,7.340864,Mangrove
4290,7.334464,Mangrove
4291,7.3672,Mangrove
4292,7.35024,Mangrove
4293,7.347296,Mangrove
4294,7.34512,Mangrove
4295,7.346752,Mangrove
4296,7.32992,Mangrove
4297,7.336608,Mangrove
4298,7.347072,Mangrove
4299,7.353568,Mangrove
4300,7.35808,Mangrove
4301,7.349248,Mangrove
4302,7.376512,Mangrove
4303,7.359904,Mangrove
4304,7.365152,Mangrove
4305,7.360544,Mangrove
4306,7.371264,Mangrove
4307,7.383968,Mangrove
4308,7.366912,Mangrove
4309,7.364608,Mangrove
4310,7.36432,Mangrove
4311,7.35952,Mangrove
4312,7.36912,Mangrove
4313,7.374208,Mangrove
4314,7.361696,Mangrove
4315,7.376,Mangrove
4316,7.370432,Mangrove
4317,7.36928,Mangrove
4318,7.34736,Mangrove
4319,7.356192,Mangrove
4320,7.355616,Mangrove
4321,7.343904,Mangrove
4322,7.340864,Mangrove
4323,7.34752,Mangrove
4324,7.332,Mangrove
4325,7.330144,Mangrove
4326,7.344192,Mangrove
4327,7.332032,Mangrove
4328,7.334656,Mangrove
4329,7.308352,Mangrove
4330,7.32368,Mangrove
4331,7.33104,Mangrove
4332,7.31456,Mangrove
4333,7.318336,Mangrove
4334,7.330176,Mangrove
4335,7.308064,Mangrove
4336,7.312448,Mangrove
4337,7.313408,Mangrove
4338,7.306944,Mangrove
4339,7.298144,Mangrove
4340,7.30608,Mangrove
4341,7.317632,Mangrove
4342,7.301344,Mangrove
4343,7.296448,Mangrove
4344,7.282816,Mangrove
4345,7.288992,Mangrove
4346,7.302656,Mangrove
4347,7.290592,Mangrove
4348,7.301376,Mangrove
4349,7.300224,Mangrove
4350,7.28976,Mangrove
4351,7.288576,Mangrove
4352,7.302688,Mangrove
4353,7.292608,Mangrove
4354,7.30416,Mangrove
4355,7.297088,Mangrove
4356,7.299552,Mangrove
4357,7.29136,Mangrove
4358,7.290304,Mangrove
4359,7.282016,Mangrove
4360,7.302016,Mangrove
4361,7.300768,Mangrove
4362,7.302624,Mangrove
4363,7.265728,Mangrove
4364,7.28736,Mangrove
4365,7.289792,Mangrove
4366,7.29152,Mangrove
4367,7.273344,Mangrove
4368,7.257152,Mangrove
4369,7.277472,Mangrove
4370,7.250432,Mangrove
4371,7.245152,Mangrove
4372,7.259296,Mangrove
4373,7.242304,Mangrove
4374,7.251168,Mangrove
4375,7.268032,Mangrove
4376,7.246464,Mangrove
4377,7.260032,Mangrove
4378,7.265728,Mangrove
4379,7.260416,Mangrove
4380,7.252192,Mangrove
4381,7.239776,Mangrove
4382,7.237792,Mangrove
4383,7.255872,Mangrove
4384,7.243616,Mangrove
4385,7.27856,Mangrove
4386,7.264448,Mangrove
4387,7.257056,Mangrove
4388,7.251456,Mangrove
4389,7.259968,Mangrove
4390,7.259712,Mangrove
4391,7.24928,Mangrove
4392,7.238272,Mangrove
4393,7.232192,Mangrove
4394,7.228448,Mangrove
4395,7.240032,Mangrove
4396,7.240032,Mangrove
4397,7.208768,Mangrove
4398,7.232288,Mangrove
4399,7.207488,Mangrove
4400,7.209184,Mangrove
4401,7.208896,Mangrove
4402,7.231456,Mangrove
4403,7.220832,Mangrove
4404,7.230016,Mangrove
4405,7.218784,Mangrove
4406,7.237664,Mangrove
4407,7.218752,Mangrove
4408,7.217312,Mangrove
4409,7.21696,Mangrove
4410,7.216864,Mangrove
4411,7.218656,Mangrove
4412,7.200096,Mangrove
4413,7.200224,Mangrove
4414,7.20096,Mangrove
4415,7.186432,Mangrove
4416,7.197984,Mangrove
4417,7.200192,Mangrove
4418,7.182752,Mangrove
4419,7.187456,Mangrove
4420,7.183232,Mangrove
4421,7.166816,Mangrove
4422,7.172704,Mangrove
4423,7.181856,Mangrove
4424,7.181824,Mangrove
4425,7.191712,Mangrove
4426,7.177024,Mangrove
4427,7.167776,Mangrove
4428,7.166944,Mangrove
4429,7.166592,Mangrove
4430,7.136256,Mangrove
4431,7.131552,Mangrove
4432,7.133344,Mangrove
4433,7.110752,Mangrove
4434,7.125952,Mangrove
4435,7.131968,Mangrove
4436,7.114144,Mangrove
4437,7.090208,Mangrove
4438,7.066112,Mangrove
4439,7.109664,Mangrove
4440,7.091072,Mangrove
4441,7.10944,Mangrove
4442,7.082432,Mangrove
4443,7.069024,Mangrove
4444,7.074944,Mangrove
4445,7.052032,Mangrove
4446,7.066112,Mangrove
4447,7.037984,Mangrove
4448,7.052608,Mangrove
4449,7.037984,Mangrove
4450,7.008192,Mangrove
4451,7.027136,Mangrove
4452,7.02352,Mangrove
4453,7.016192,Mangrove
4454,7.019744,Mangrove
4455,7.0104,Mangrove
4456,6.988416,Mangrove
4457,7.008416,Mangrove
4458,7.007392,Mangrove
4459,6.961792,Mangrove
4460,6.968992,Mangrove
4461,6.957504,Mangrove
4462,6.9488,Mangrove
4463,6.94944,Mangrove
4464,6.928192,Mangrove
4465,6.920128,Mangrove
4466,6.926624,Mangrove
4467,6.903776,Mangrove
4468,6.908256,Mangrove
4469,6.884224,Mangrove
4470,6.882976,Mangrove
4471,6.879808,Mangrove
4472,6.872928,Mangrove
4473,6.828224,Mangrove
4474,6.815424,Mangrove
4475,6.838432,Mangrove
4476,6.829888,Mangrove
4477,6.83104,Mangrove
4478,6.822464,Mangrove
4479,6.79568,Mangrove
4480,6.804256,Mangrove
4481,6.77984,Mangrove
4482,6.78096,Mangrove
4483,6.801472,Mangrove
4484,6.782496,Mangrove
4485,6.766368,Mangrove
4486,6.753344,Mangrove
4487,6.745152,Mangrove
4488,6.719136,Mangrove
4489,6.729792,Mangrove
4490,6.714944,Mangrove
4491,6.721152,Mangrove
4492,6.694912,Mangrove
4493,6.703488,Mangrove
4494,6.666784,Mangrove
4495,6.680192,Mangrove
4496,6.679264,Mangrove
4497,6.67696,Mangrove
4498,6.66512,Mangrove
4499,6.667424,Mangrove
4500,6.636608,Mangrove
4501,6.680672,Mangrove
4502,6.676096,Mangrove
4503,6.708192,Mangrove
4504,6.717664,Mangrove
4505,6.71184,Mangrove
4506,6.700224,Mangrove
4507,6.702912,Mangrove
4508,6.683168,Mangrove
4509,6.631296,Mangrove
4510,6.649984,Mangrove
4511,6.659584,Mangrove
4512,6.627776,Mangrove
4513,6.617248,Mangrove
4514,6.609664,Mangrove
4515,6.624704,Mangrove
4516,6.657312,Mangrove
4517,6.682368,Mangrove
4518,6.673216,Mangrove
4519,6.590496,Mangrove
4520,6.627232,Mangrove
4521,6.593024,Mangrove
4522,6.556,Mangrove
4523,6.556256,Mangrove
4524,6.576384,Mangrove
4525,6.555584,Mangrove
4526,6.529792,Mangrove
4527,6.533792,Mangrove
4528,6.5032,Mangrove
4529,6.539712,Mangrove
4530,6.512544,Mangrove
4531,6.492096,Mangrove
4532,6.532128,Mangrove
4533,6.510912,Mangrove
4534,6.517728,Mangrove
4535,6.502016,Mangrove
4536,6.519488,Mangrove
4537,6.52064,Mangrove
4538,6.512544,Mangrove
4539,6.499936,Mangrove
4540,6.497312,Mangrove
4541,6.469056,Mangrove
4542,6.464256,Mangrove
4543,6.485568,Mangrove
4544,6.467232,Mangrove
4545,6.473728,Mangrove
4546,6.45232,Mangrove
4547,6.44544,Mangrove
4548,6.42848,Mangrove
4549,6.425664,Mangrove
4550,6.402528,Mangrove
4551,6.400576,Mangrove
4552,6.419776,Mangrove
4553,6.426592,Mangrove
4554,6.407104,Mangrove
4555,6.407072,Mangrove
4556,6.402784,Mangrove
4557,6.393184,Mangrove
4558,6.39984,Mangrove
4559,6.382016,Mangrove
4560,6.38256,Mangrove
4561,6.384,Mangrove
4562,6.379072,Mangrove
4563,6.359744,Mangrove
4564,6.329216,Mangrove
4565,6.349216,Mangrove
4566,6.33504,Mangrove
4567,6.309344,Mangrove
4568,6.303648,Mangrove
4569,6.32448,Mangrove
4570,6.314304,Mangrove
4571,6.335648,Mangrove
4572,6.32448,Mangrove
4573,6.32224,Mangrove
4574,6.314848,Mangrove
4575,6.316128,Mangrove
4576,6.299392,Mangrove
4577,6.2952,Mangrove
4578,6.276352,Mangrove
4579,6.276032,Mangrove
4580,6.258368,Mangrove
4581,6.266112,Mangrove
4582,6.260512,Mangrove
4583,6.255072,Mangrove
4584,6.257472,Mangrove
4585,6.249376,Mangrove
4586,6.239488,Mangrove
4587,6.244,Mangrove
4588,6.229536,Mangrove
4589,6.223584,Mangrove
4590,6.21792,Mangrove
4591,6.222304,Mangrove
4592,6.217216,Mangrove
4593,6.204224,Mangrove
4594,6.213248,Mangrove
4595,6.210752,Mangrove
4596,6.215456,Mangrove
4597,6.196608,Mangrove
4598,6.198048,Mangrove
4599,6.190176,Mangrove
4600,6.176256,Mangrove
4601,6.179712,Mangrove
4602,6.177024,Mangrove
4603,6.171456,Mangrove
4604,6.15536,Mangrove
4605,6.163104,Mangrove
4606,6.153184,Mangrove
4607,6.151424,Mangrove
4608,6.12896,Mangrove
4609,6.13104,Mangrove
4610,6.130464,Mangrove
4611,6.13824,Mangrove
4612,6.137568,Mangrove
4613,6.125376,Mangrove
4614,6.143232,Mangrove
4615,6.133152,Mangrove
4616,6.12576,Mangrove
4617,6.09008,Mangrove
4618,6.127936,Mangrove
4619,6.106144,Mangrove
4620,6.12544,Mangrove
4621,6.132384,Mangrove
4622,6.143712,Mangrove
4623,6.137376,Mangrove
4624,6.106944,Mangrove
4625,6.124032,Mangrove
4626,6.10272,Mangrove
4627,6.10912,Mangrove
4628,6.100608,Mangrove
4629,6.110816,Mangrove
4630,6.112544,Mangrove
4631,6.102784,Mangrove
4632,6.11952,Mangrove
4633,6.116544,Mangrove
4634,6.1176,Mangrove
4635,6.110016,Mangrove
4636,6.11056,Mangrove
4637,6.098784,Mangrove
4638,6.106816,Mangrove
4639,6.101248,Mangrove
4640,6.089664,Mangrove
4641,6.119936,Mangrove
4642,6.119616,Mangrove
4643,6.11808,Mangrove
4644,6.103456,Mangrove
4645,6.101984,Mangrove
4646,6.096416,Mangrove
4647,6.110304,Mangrove
4648,6.11504,Mangrove
4649,6.12752,Mangrove
4650,6.128096,Mangrove
4651,6.131616,Mangrove
4652,6.1304,Mangrove
4653,6.13168,Mangrove
4654,6.128864,Mangrove
4655,6.128352,Mangrove
4656,6.135968,Mangrove
4657,6.116128,Mangrove
4658,6.111072,Mangrove
4659,6.102336,Mangrove
4660,6.119392,Mangrove
4661,6.094656,Mangrove
4662,6.095392,Mangrove
4663,6.070688,Mangrove
4664,6.072608,Mangrove
4665,6.05984,Mangrove
4666,6.047328,Mangrove
4667,6.057856,Mangrove
4668,6.040032,Mangrove
4669,6.052576,Mangrove
4670,6.04448,Mangrove
4671,6.043264,Mangrove
4672,6.024768,Mangrove
4673,6.030304,Mangrove
4674,6.002176,Mangrove
4675,6.018784,Mangrove
4676,6.03616,Mangrove
4677,6.005664,Mangrove
4678,6.012128,Mangrove
4679,6.05616,Mangrove
4680,6.065568,Mangrove
4681,6.082656,Mangrove
4682,6.066304,Mangrove
4683,6.056064,Mangrove
4684,6.074976,Mangrove
4685,6.07664,Mangrove
4686,6.067456,Mangrove
4687,6.085376,Mangrove
4688,6.083104,Mangrove
4689,6.078656,Mangrove
4690,6.068768,Mangrove
4691,6.02896,Mangrove
4692,6.056672,Mangrove
4693,6.061728,Mangrove
4694,6.048032,Mangrove
4695,6.074176,Mangrove
4696,6.054592,Mangrove
4697,6.048096,Mangrove
4698,6.065056,Mangrove
4699,6.051456,Mangrove
4700,6.052672,Mangrove
4701,6.007936,Mangrove
4702,6.021472,Mangrove
4703,5.521536,Mangrove
4704,5.487904,Mangrove
4705,5.449888,Mangrove
4706,5.433728,Mangrove
4707,5.397344,Mangrove
4708,5.401376,Mangrove
4709,5.38432,Mangrove
4710,5.378656,Mangrove
4711,5.382208,Mangrove
4712,5.40064,Mangrove
4713,5.39696,Mangrove
4714,5.398272,Mangrove
4715,5.369984,Mangrove
4716,5.075264,Mangrove
4717,5.050752,Mangrove
4718,5.037472,Mangrove
4719,5.034272,Mangrove
4720,5.024288,Mangrove
4721,4.825536,Mangrove
4722,4.819584,Mangrove
4723,4.839264,Mangrove
4724,4.979968,Mangrove
4725,5.01696,Mangrove
4726,5.006336,Mangrove
4727,4.978272,Mangrove
4728,4.481568,Mangrove
4729,4.520192,Mangrove
4730,4.460672,Mangrove
4731,4.444576,Mangrove
4732,4.417632,Mangrove
4733,4.403936,Mangrove
4734,4.41872,Mangrove
4735,4.386464,Mangrove
4736,4.357536,Mangrove
4737,4.37712,Mangrove
4738,4.388064,Mangrove
4739,4.3904,Mangrove
4740,4.399232,Mangrove
4741,4.408672,Mangrove
4742,4.342496,Mangrove
4743,4.323488,Mangrove
4744,4.283328,Mangrove
4745,4.271456,Mangrove
4746,4.256224,Mangrove
4747,4.249216,Mangrove
4748,4.198048,Mangrove
4749,4.20336,Mangrove
4750,4.134944,Mangrove
4751,4.118848,Mangrove
4752,4.10784,Mangrove
4753,4.071328,Mangrove
4754,4.078848,Mangrove
4755,4.0656,Mangrove
4756,3.985024,Mangrove
4757,3.983104,Mangrove
4758,3.962368,Mangrove
4759,3.938944,Mangrove
4760,3.926464,Mangrove
4761,3.900672,Mangrove
4762,3.868256,Mangrove
4763,3.855456,Mangrove
4764,3.8248,Mangrove
4765,3.796832,Mangrove
4766,3.7808,Mangrove
4767,3.752992,Mangrove
4768,3.755424,Mangrove
4769,3.721888,Mangrove
4770,3.70304,Mangrove
4771,3.640832,Mangrove
4772,3.628128,Mangrove
4773,3.598976,Mangrove
4774,3.603296,Mangrove
4775,3.572576,Mangrove
4776,3.508768,Mangrove
4777,3.44992,Mangrove
4778,3.448672,Mangrove
4779,3.902368,Mangrove
4780,3.884224,Mangrove
4781,3.840928,Mangrove
4782,3.815136,Mangrove
4783,3.794848,Mangrove
4784,3.732608,Mangrove
4785,3.717632,Mangrove
4786,3.702496,Mangrove
4787,3.69344,Mangrove
4788,3.685952,Mangrove
4789,3.681728,Mangrove
4790,3.701248,Mangrove
4791,3.689696,Mangrove
4792,3.685408,Mangrove
4793,3.69296,Mangrove
4794,3.706496,Mangrove
4795,3.716576,Mangrove
4796,3.7272,Mangrove
4797,4.233984,Mangrove
4798,4.239712,Mangrove
4799,4.267872,Mangrove
4800,4.269888,Mangrove
4801,4.253728,Mangrove
4802,4.287392,Mangrove
4803,4.311776,Mangrove
4804,4.351232,Mangrove
4805,4.39728,Mangrove
4806,4.436128,Mangrove
4807,4.412448,Mangrove
4808,4.409216,Mangrove
4809,4.4384,Mangrove
4810,5.06016,Mangrove
4811,5.052992,Mangrove
4812,5.10544,Mangrove
4813,5.104512,Mangrove
4814,5.117344,Mangrove
4815,5.159136,Mangrove
4816,5.29264,Mangrove
4817,5.314592,Mangrove
4818,5.259712,Mangrove
4819,5.630816,Mangrove
4820,6.01952,Mangrove
4821,6.043808,Mangrove
4822,7.253888,Mangrove
4823,7.914048,Mangrove
4824,8.017216,Mangrove
4825,8.038208,Mangrove
4826,8.121792,Mangrove
4827,7.942784,Mangrove
4828,8.042368,Mangrove
4829,8.078432,Mangrove
4830,8.044608,Mangrove
4831,8.04832,Mangrove
4832,8.04448,Mangrove
4833,8.024512,Mangrove
4834,8.02256,Mangrove
4835,8.031616,Mangrove
4836,7.951808,Mangrove
4837,8.027584,Mangrove
4838,8.096416,Mangrove
4839,8.05408,Mangrove
4840,8.1128,Mangrove
4841,8.097312,Mangrove
4842,7.999552,Mangrove
4843,8.027296,Mangrove
4844,8.092768,Mangrove
4845,8.030432,Mangrove
4846,8.062688,Mangrove
4847,8.070176,Mangrove
4848,8.033952,Mangrove
4849,8.0672,Mangrove
4850,8.011936,Mangrove
4851,8.017184,Mangrove
4852,8.083136,Mangrove
4853,8.062208,Mangrove
4854,7.978464,Mangrove
4855,8.079264,Mangrove
4856,8.07184,Mangrove
4857,8.015488,Mangrove
4858,8.046976,Mangrove
4859,8.05152,Mangrove
4860,8.01456,Mangrove
4861,8.029088,Mangrove
4862,8.103552,Mangrove
4863,8.060064,Mangrove
4864,7.995552,Mangrove
4865,8.058976,Mangrove
4866,8.079104,Mangrove
4867,8.124096,Mangrove
4868,8.041664,Mangrove
4869,8.102592,Mangrove
4870,8.063104,Mangrove
4871,8.102112,Mangrove
4872,8.092608,Mangrove
4873,8.04768,Mangrove
4874,8.03616,Mangrove
4875,8.05728,Mangrove
4876,7.989088,Mangrove
4877,8.067552,Mangrove
4878,8.117888,Mangrove
